image	class0	class1	class2	class3	class4	class5	predicted_class
TFRecord	9.6524296e-11	0.24710381	0.7528953	7.098189e-07	1.6711331e-07	1.02745076e-10	2
TFRecord	1.9390819e-11	0.16811953	0.8318804	5.543919e-08	2.7466227e-08	2.2917754e-11	2
TFRecord	1.2154106e-11	0.002464746	0.9975351	1.090664e-07	1.487437e-08	1.4416904e-11	2
TFRecord	1.7829654e-11	0.19303371	0.80696625	2.6040837e-08	1.9485613e-08	1.9830604e-11	2
TFRecord	1.5551126e-11	0.043170176	0.95682967	6.113547e-08	2.5742022e-08	1.7872625e-11	2
TFRecord	4.8498217e-10	0.36576122	0.63423264	5.5851783e-06	5.3061643e-07	5.3013915e-10	2
TFRecord	4.642374e-11	0.370043	0.62995684	1.01906615e-07	5.9956335e-08	5.369115e-11	2
TFRecord	4.6583976e-10	0.37411496	0.6258815	2.9853634e-06	5.094196e-07	4.8942655e-10	2
TFRecord	1.4054138e-11	0.016365362	0.9836346	2.7973927e-08	2.1889164e-08	1.5830271e-11	2
TFRecord	2.1658232e-10	0.046936728	0.95306206	1.0516355e-06	1.8540389e-07	2.3352745e-10	2
TFRecord	4.645761e-10	0.16888429	0.8311104	4.654929e-06	6.1866683e-07	5.063166e-10	2
TFRecord	5.9784774e-11	0.005418874	0.99458045	4.4597954e-07	1.2263746e-07	7.101812e-11	2
TFRecord	1.4972438e-11	0.3300118	0.6699883	1.8123767e-08	2.6554602e-08	1.6617612e-11	2
TFRecord	1.9413227e-10	0.203729	0.7962701	5.644779e-07	3.5970294e-07	2.0273881e-10	2
TFRecord	2.125204e-10	0.10488694	0.89511204	6.3011845e-07	3.30624e-07	2.2151125e-10	2
TFRecord	2.2923734e-11	0.37568966	0.62431026	2.4709891e-08	5.758332e-08	2.5339581e-11	2
TFRecord	9.0229363e-10	0.3342883	0.66570365	7.040191e-06	1.0460369e-06	9.364135e-10	2
TFRecord	2.682622e-10	0.2832289	0.71676904	1.4693053e-06	6.9728895e-07	2.7962027e-10	2
TFRecord	3.6473154e-11	0.0022665411	0.997733	3.7003988e-07	8.678929e-08	4.375493e-11	2
TFRecord	8.787463e-11	0.01680998	0.9831898	1.3507047e-07	1.637651e-07	9.379772e-11	2
TFRecord	1.1237815e-09	0.22428262	0.77571046	5.417105e-06	1.5221921e-06	1.1864043e-09	2
TFRecord	3.0689376e-10	0.06803169	0.9319662	1.6833578e-06	4.910437e-07	3.216084e-10	2
TFRecord	4.750149e-11	0.4605611	0.53943884	2.2380489e-08	7.751248e-08	5.079978e-11	2
TFRecord	7.397484e-11	0.010044991	0.9899545	3.2039804e-07	1.2256316e-07	8.423141e-11	2
TFRecord	5.854207e-11	0.012417055	0.9875826	2.2066625e-07	1.4578696e-07	6.479361e-11	2
TFRecord	1.2877491e-09	0.57547826	0.4245144	5.478746e-06	1.8828127e-06	1.3405959e-09	1
TFRecord	1.8204557e-09	0.60778886	0.3922021	7.0371552e-06	2.0230586e-06	1.8263332e-09	1
TFRecord	1.1409383e-09	0.19219118	0.8078043	3.4674822e-06	1.094055e-06	1.1850426e-09	2
TFRecord	1.0778819e-10	0.03887519	0.96112424	3.3875912e-07	1.737695e-07	1.2359012e-10	2
TFRecord	1.1286568e-09	0.14419372	0.8558024	2.8160966e-06	1.0633976e-06	1.1706573e-09	2
TFRecord	1.3925956e-10	0.01632337	0.9836759	5.2543464e-07	2.080886e-07	1.5686548e-10	2
TFRecord	4.819298e-10	0.10839142	0.8916057	2.2844895e-06	6.42091e-07	4.9155774e-10	2
TFRecord	2.2012808e-10	0.055312768	0.94468594	8.599485e-07	3.7041167e-07	2.3483968e-10	2
TFRecord	2.738215e-09	0.5823555	0.41762483	1.727788e-05	2.385349e-06	2.8056104e-09	1
TFRecord	4.3496268e-10	0.21425185	0.7857467	9.254269e-07	5.9737863e-07	4.4185444e-10	2
TFRecord	2.0600857e-10	0.019997742	0.98000115	6.9535236e-07	3.5619223e-07	2.3207183e-10	2
TFRecord	1.0257611e-09	0.36383948	0.6361573	2.1017836e-06	1.1693459e-06	1.0496778e-09	2
TFRecord	8.5394525e-11	0.39119074	0.60880905	7.172184e-08	1.2446385e-07	9.525175e-11	2
TFRecord	1.7265599e-09	0.515495	0.48449832	4.921517e-06	1.707929e-06	1.7295393e-09	1
TFRecord	1.0981144e-09	0.6470575	0.35293585	5.1327593e-06	1.431626e-06	1.1017185e-09	1
TFRecord	1.1381813e-09	0.48100638	0.518987	5.22735e-06	1.3963861e-06	1.1487414e-09	2
TFRecord	1.573882e-09	0.24096264	0.75903034	5.834065e-06	1.272547e-06	1.6426485e-09	2
TFRecord	1.0338208e-10	0.029759698	0.97023994	2.1745502e-07	9.9626554e-08	1.1352981e-10	2
TFRecord	4.7123516e-10	0.0455498	0.95444894	8.045915e-07	4.6214728e-07	5.1024635e-10	2
TFRecord	5.0615255e-11	0.42902905	0.5709708	4.721378e-08	7.034182e-08	5.4758312e-11	2
TFRecord	4.7408166e-10	0.36387074	0.63612694	1.702797e-06	6.9913716e-07	4.8143345e-10	2
TFRecord	1.256179e-10	0.46221733	0.5377823	1.7996638e-07	1.3237138e-07	1.4005244e-10	2
TFRecord	1.3705441e-09	0.061348636	0.93864304	7.221744e-06	9.683268e-07	1.4662679e-09	2
TFRecord	3.849976e-11	0.030537186	0.9694629	3.2349245e-08	4.5700215e-08	4.1830005e-11	2
TFRecord	8.018644e-11	0.06252416	0.9374756	9.1608946e-08	7.281599e-08	8.834449e-11	2
